issue_id,district,sector,cell,leaders,date_reported,date_resolved,assigned_department,assigned_level,Description,status,escalated,is_overdue,feedback_rating,feedback_comment,,,,latitude,longitude,priority
ISS-1353,Gasabo,Remera,Rukiri I,Iradukunda Eric,21/04/2025,04/05/2025,Education,District,Blocked drainage causing floods in the residential area since the rainy season began.,Resolved,No,No,4,Service was quick and effective.,,,,-1.9527,30.116,Low
ISS-1354,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,12/03/2025,10/04/2025,Education,Cell,Illegal dumping of waste in the village center since this morning.,Resolved,No,No,2,Service was quick and effective.,,,,-1.9732,30.081,Low
ISS-1355,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,21/05/2025,24/05/2025,public Safety,Sector,Poor internet connectivity in public offices near the river for 2 months now.,Resolved,No,No,5,The issue is still not fully fixed.,,,,-1.993611,30.044167,Medium
ISS-1356,Gasabo,Kimironko,Bibare,Muhire Umutoni,25/07/2025,26/07/2025,Education,District,Damaged bridge making crossing difficult by the primary school since yesterday.,Resolved,No,No,5,"Poor handling, not happy.",,,,-1.93429,30.1179,Low
ISS-1357,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,09/05/2025,18/05/2025,Water & sanitation,District,Unsafe pedestrian crossing without signs at the football field since the rainy season began.,Resolved,No,No,3,Service was quick and effective.,,,,-1.969161,30.080966,Medium
ISS-1358,Kicukiro,Kigarama,Kigarama I,Mugisha Emmanuel,16/05/2025,04/06/2025,Health and Services ,Sector,Unsafe pedestrian crossing without signs at the main road for 1 week.,Resolved,No,No,2,Took longer than expected.,,,,-1.9875,30.0646,Urgent
ISS-1359,Gasabo,Remera,Rukiri II,Shema Emmy,28/07/2025,21/08/2025,Water & sanitation,District,Broken streetlight in the village center since the rainy season began.,Resolved,No,No,1,Took longer than expected.,,,,-1.9527,30.116,Medium
ISS-1360,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,01/06/2025,25/06/2025,Education,Cell,Lack of waste bins in public areas near the market for 1 week.,Resolved,No,No,3,Good communication throughout.,,,,-1.967222,30.055556,Low
ISS-1361,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,18/02/2025,16/03/2025,Education,District,Electricity blackout in the neighborhood near the health post since yesterday.,Resolved,No,No,4,Good communication throughout.,,,,-1.93429,30.1179,Medium
ISS-1362,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,01/03/2025,02/03/2025,Health and Services ,Cell,Overgrown bushes blocking footpaths at the football field since the rainy season began.,Resolved,No,No,5,Service was quick and effective.,,,,-1.9875,30.0646,Medium
ISS-1363,Kicukiro,Kigarama,Kigarama I,Mugisha Emmanuel,16/01/2025,,Education,Sector,Illegal dumping of waste by the primary school since yesterday.,Escalated,Yes,No,,,,,,-1.9875,30.0646,Medium
ISS-1364,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,06/04/2025,28/04/2025,Water & sanitation,Cell,Unsafe pedestrian crossing without signs near the market since this morning.,Resolved,No,No,4,Good communication throughout.,,,,-1.993611,30.044167,Urgent
ISS-1365,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,07/07/2025,02/08/2025,Education,Cell,Flooding in homes after rain in the residential area since the rainy season began.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.93429,30.1179,Low
ISS-1366,Kicukiro,Kigarama,Kigarama III,Kwizera Innocent,27/02/2025,26/03/2025,Social services,Sector,School lacks enough desks by the primary school for several weeks.,Resolved,No,No,2,The issue is still not fully fixed.,,,,-1.9875,30.0646,Urgent
ISS-1367,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,27/05/2025,21/06/2025,Health and Services ,District,Health post has no medicines at the main road for over a month.,Resolved,No,No,1,Took longer than expected.,,,,-1.9732,30.081,Urgent
ISS-1368,Nyarugenge,Kigali,Muhima,Rukundo Innocent,08/05/2025,,Social services,Cell,Overgrown bushes blocking footpaths near the health post since this morning.,Escalated,Yes,No,,,,,,-1.9359,30.0534,Low
ISS-1369,Gasabo,Remera,Rukiri I,Iradukunda Eric,23/01/2025,14/02/2025,Education,District,Water shortage in the area in the village center since yesterday.,Resolved,No,No,3,The issue is still not fully fixed.,,,,-1.9527,30.116,Low
ISS-1370,Gasabo,Kimironko,Bibare,Muhire Umutoni,07/03/2025,31/03/2025,Health and Services ,Sector,Broken streetlight near the health post for over a month.,Resolved,No,No,1,Service was quick and effective.,,,,-1.93429,30.1179,Low
ISS-1371,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,07/05/2025,19/05/2025,Education,Sector,Lack of waste bins in public areas near the river for over a month.,Resolved,No,No,5,The issue is still not fully fixed.,,,,-1.969161,30.080966,Low
ISS-1372,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,19/01/2025,21/01/2025,Education,Sector,Broken streetlight in the village center for several weeks.,Resolved,No,No,5,Service was quick and effective.,,,,-1.93429,30.1179,Low
ISS-1373,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,07/04/2025,,Water & sanitation,Cell,Electricity blackout in the neighborhood at the main road for over a month.,Open,No,No,,,,,,-1.9732,30.081,Medium
ISS-1374,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,30/06/2025,,Social services,Sector,Lack of waste bins in public areas in the residential area for almost a year.,Escalated,Yes,No,,,,,,-1.993611,30.044167,Low
ISS-1375,Gasabo,Kimironko,Bibare,Muhire Umutoni,22/02/2025,08/03/2025,Health and Services ,Sector,School lacks enough desks in the village center since the rainy season began.,Resolved,No,No,5,Good communication throughout.,,,,-1.93429,30.1179,Low
ISS-1376,Nyarugenge,Kigali,Muhima,Rukundo Innocent,25/01/2025,,Water & sanitation,Cell,Lack of waste bins in public areas near the market for over a month.,Escalated,Yes,No,,,,,,-1.9359,30.0534,High
ISS-1377,Nyarugenge,Kigali,Kiyovu,Iradukunda David,20/04/2025,,Water & sanitation,Cell,School lacks enough desks behind the local office since this morning.,Escalated,Yes,No,,,,,,-1.967222,30.055556,Low
ISS-1378,Nyarugenge,Kigali,Kiyovu,Iradukunda David,13/02/2025,16/02/2025,Health and Services ,Cell,Flooding in homes after rain at the main road since the rainy season began.,Resolved,No,No,5,Service was quick and effective.,,,,-1.967222,30.055556,High
ISS-1379,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,14/06/2025,20/06/2025,Water & sanitation,Cell,Broken streetlight in the village center for several weeks.,Resolved,No,No,5,The issue is still not fully fixed.,,,,-1.969161,30.080966,Low
ISS-1380,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,30/04/2025,27/05/2025,Water & sanitation,Sector,Unfinished construction causing hazards in the village center for over a month.,Resolved,No,No,3,Good communication throughout.,,,,-1.9875,30.0646,Low
ISS-1381,Gasabo,Remera,Rukiri II,Shema Emmy,30/03/2025,13/04/2025,Health and Services ,District,Poor internet connectivity in public offices at the main road for almost a year.,Resolved,No,No,5,Took longer than expected.,,,,-1.9527,30.116,Medium
ISS-1382,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,25/06/2025,11/07/2025,public Safety,District,Noise pollution from nearby bars near the health post since yesterday.,Resolved,No,No,2,The issue is still not fully fixed.,,,,-1.993611,30.044167,Medium
ISS-1383,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,13/05/2025,04/06/2025,Social services,District,Public transport shortage during rush hours near the health post since this morning.,Resolved,No,No,2,Service was quick and effective.,,,,-1.9875,30.0646,High
ISS-1384,Kicukiro,Kigarama,Kigarama I,Mugisha Emmanuel,11/01/2025,02/02/2025,Education,Cell,Unfinished construction causing hazards behind the local office since the rainy season began.,Resolved,No,No,4,Took longer than expected.,,,,-1.9875,30.0646,Medium
ISS-1385,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,26/07/2025,,Water & sanitation,District,Illegal dumping of waste at the main road since this morning.,In Progress,No,No,,,,,,-1.993611,30.044167,High
ISS-1386,Nyarugenge,Kigali,Muhima,Rukundo Innocent,28/04/2025,29/04/2025,Water & sanitation,District,Public transport shortage during rush hours in the residential area since the rainy season began.,Resolved,No,No,5,Service was quick and effective.,,,,-1.9359,30.0534,Low
ISS-1387,Kicukiro,Kigarama,Kigarama I,Mugisha Emmanuel,14/07/2025,18/07/2025,Social services,District,Public transport shortage during rush hours next to the bus stop for 2 months now.,Resolved,No,No,4,Good communication throughout.,,,,-1.9875,30.0646,Low
ISS-1388,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,09/04/2025,28/04/2025,public Safety,Sector,Damaged bridge making crossing difficult by the primary school for several weeks.,Resolved,No,No,4,Service was quick and effective.,,,,-1.93429,30.1179,High
ISS-1389,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,24/06/2025,26/06/2025,Social services,District,Damaged bridge making crossing difficult in the village center for 2 months now.,Resolved,No,No,5,Very satisfied with the outcome.,,,,-1.93429,30.1179,High
ISS-1390,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,06/01/2025,01/02/2025,Water & sanitation,Sector,Damaged bridge making crossing difficult in the residential area for 1 week.,Resolved,No,No,3,Very satisfied with the outcome.,,,,-1.993611,30.044167,Urgent
ISS-1391,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,18/03/2025,02/04/2025,Education,Cell,Unfinished construction causing hazards behind the local office since this morning.,Resolved,No,No,3,Very satisfied with the outcome.,,,,-1.969161,30.080966,Low
ISS-1392,Nyarugenge,Kigali,Muhima,Rukundo Innocent,24/02/2025,10/03/2025,Education,Sector,Health post has no medicines by the primary school for over a month.,Resolved,No,No,5,The issue is still not fully fixed.,,,,-1.9359,30.0534,Low
ISS-1393,Nyarugenge,Kigali,Kiyovu,Iradukunda David,21/03/2025,03/04/2025,Education,Cell,Overgrown bushes blocking footpaths in the residential area for 3 days.,Resolved,No,No,3,Good communication throughout.,,,,-1.967222,30.055556,High
ISS-1394,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,05/03/2025,,Education,Cell,Damaged bridge making crossing difficult in the residential area since this morning.,Open,No,No,,,,,,-1.993611,30.044167,Low
ISS-1395,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,12/04/2025,16/04/2025,public Safety,District,Blocked drainage causing floods at the main road since yesterday.,Resolved,No,No,4,Took longer than expected.,,,,-1.9875,30.0646,Urgent
ISS-1396,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,31/05/2025,12/06/2025,Education,Sector,Unsafe pedestrian crossing without signs near the river since the rainy season began.,Resolved,No,No,3,Very satisfied with the outcome.,,,,-1.969161,30.080966,High
ISS-1397,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,11/02/2025,08/03/2025,public Safety,Cell,Lack of waste bins in public areas behind the local office for almost a year.,Resolved,No,No,2,Took longer than expected.,,,,-1.993611,30.044167,Low
ISS-1398,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,15/04/2025,13/05/2025,Water & sanitation,District,Noise pollution from nearby bars in the residential area since the rainy season began.,Resolved,No,No,1,The issue is still not fully fixed.,,,,-1.993611,30.044167,High
ISS-1399,Gasabo,Remera,Rukiri II,Shema Emmy,05/06/2025,15/06/2025,Education,Sector,Water shortage in the area behind the local office for 1 week.,Resolved,No,No,5,"Poor handling, not happy.",,,,-1.9527,30.116,High
ISS-1400,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,06/03/2025,16/03/2025,Water & sanitation,Sector,Noise pollution from nearby bars in the residential area for 2 months now.,Resolved,No,No,5,Good communication throughout.,,,,-1.967222,30.055556,Low
ISS-1401,Nyarugenge,Kigali,Muhima,Rukundo Innocent,19/06/2025,16/07/2025,Health and Services ,District,School lacks enough desks in the residential area since the rainy season began.,Resolved,No,No,3,Good communication throughout.,,,,-1.9359,30.0534,Urgent
ISS-1402,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,28/03/2025,18/04/2025,public Safety,Cell,Broken streetlight near the market since this morning.,Resolved,No,No,3,Very satisfied with the outcome.,,,,-1.967222,30.055556,Medium
ISS-1403,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,15/01/2025,10/02/2025,Social services,Cell,Road full of potholes next to the bus stop since this morning.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.9732,30.081,High
ISS-1404,Kicukiro,Kigarama,Kigarama III,Kwizera Innocent,08/03/2025,21/03/2025,public Safety,Sector,Blocked drainage causing floods next to the bus stop for 3 days.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.9875,30.0646,Low
ISS-1405,Gasabo,Remera,Rukiri I,Iradukunda Eric,20/07/2025,11/08/2025,Social services,District,Overgrown bushes blocking footpaths in the village center for 1 week.,Resolved,No,No,3,Good communication throughout.,,,,-1.9527,30.116,High
ISS-1406,Kicukiro,Kigarama,Kigarama III,Kwizera Innocent,25/01/2025,18/02/2025,Education,Sector,Noise pollution from nearby bars at the football field since last week.,Resolved,No,No,3,"Poor handling, not happy.",,,,-1.9875,30.0646,Low
ISS-1407,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,01/04/2025,29/04/2025,Health and Services ,Cell,Health post has no medicines near the health post since this morning.,Resolved,No,No,3,The issue is still not fully fixed.,,,,-1.993611,30.044167,Low
ISS-1408,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,06/08/2025,,Water & sanitation,Sector,School lacks enough desks behind the local office for almost a year.,Open,No,No,,,,,,-1.969161,30.080966,Urgent
ISS-1409,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,24/06/2025,04/07/2025,Social services,Cell,Noise pollution from nearby bars near the health post for 2 months now.,Resolved,No,No,4,Service was quick and effective.,,,,-1.993611,30.044167,Low
ISS-1410,Gasabo,Remera,Nyabisindu,Patrick Manzi,28/04/2025,,public Safety,District,Flooding in homes after rain near the health post for 1 week.,Escalated,Yes,No,,,,,,-1.9527,30.116,Low
ISS-1411,Gasabo,Remera,Rukiri I,Iradukunda Eric,12/06/2025,,Education,Sector,Open sewage causing bad smell at the main road since the rainy season began.,In Progress,No,No,,,,,,-1.9527,30.116,Urgent
ISS-1412,Kicukiro,Kigarama,Kigarama I,Mugisha Emmanuel,21/07/2025,24/07/2025,Education,Sector,Road full of potholes in the village center for 1 week.,Resolved,No,No,4,Good communication throughout.,,,,-1.9875,30.0646,Urgent
ISS-1413,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,02/01/2025,,public Safety,Sector,Garbage collection delay in the village center for 2 months now.,Open,No,No,,,,,,-1.969161,30.080966,Medium
ISS-1414,Nyarugenge,Kigali,Kiyovu,Iradukunda David,05/01/2025,26/01/2025,Social services,Cell,Public transport shortage during rush hours in the residential area since last week.,Resolved,No,No,2,Took longer than expected.,,,,-1.967222,30.055556,Medium
ISS-1415,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,09/05/2025,15/05/2025,Health and Services ,Sector,Public transport shortage during rush hours in the residential area since this morning.,Resolved,No,No,4,Service was quick and effective.,,,,-1.967222,30.055556,Low
ISS-1416,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,28/03/2025,19/04/2025,Social services,District,Public toilet not functioning next to the bus stop for over a month.,Resolved,No,No,2,Very satisfied with the outcome.,,,,-1.969161,30.080966,Low
ISS-1417,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,28/02/2025,05/03/2025,public Safety,Cell,Unfinished construction causing hazards in the village center for 2 months now.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.9732,30.081,Low
ISS-1418,Gasabo,Remera,Nyabisindu,Patrick Manzi,13/06/2025,01/07/2025,Health and Services ,Sector,School lacks enough desks near the health post for almost a year.,Resolved,No,No,1,Good communication throughout.,,,,-1.9527,30.116,Medium
ISS-1419,Gasabo,Remera,Rukiri II,Shema Emmy,30/01/2025,12/02/2025,Health and Services ,District,Unfinished construction causing hazards in the village center since yesterday.,Resolved,No,No,3,Good communication throughout.,,,,-1.9527,30.116,High
ISS-1420,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,25/06/2025,05/07/2025,Education,District,Unsafe pedestrian crossing without signs near the health post for 3 days.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.969161,30.080966,High
ISS-1421,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,01/08/2025,18/08/2025,Education,Sector,Road full of potholes near the market for 1 week.,Resolved,No,No,1,Very satisfied with the outcome.,,,,-1.93429,30.1179,High
ISS-1422,Gasabo,Remera,Rukiri I,Iradukunda Eric,19/07/2025,05/08/2025,Social services,Cell,Damaged bridge making crossing difficult behind the local office for 2 months now.,Resolved,No,No,2,Very satisfied with the outcome.,,,,-1.9527,30.116,Low
ISS-1423,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,08/05/2025,31/05/2025,Health and Services ,District,Illegal dumping of waste in the residential area for almost a year.,Resolved,No,No,4,Very satisfied with the outcome.,,,,-1.967222,30.055556,Medium
ISS-1424,Gasabo,Remera,Nyabisindu,Patrick Manzi,21/06/2025,24/06/2025,Health and Services ,District,Unsafe pedestrian crossing without signs by the primary school for 3 days.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.9527,30.116,Low
ISS-1425,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,09/03/2025,13/03/2025,public Safety,Sector,Damaged bridge making crossing difficult behind the local office since yesterday.,Resolved,No,No,4,Service was quick and effective.,,,,-1.993611,30.044167,Medium
ISS-1426,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,30/01/2025,,public Safety,District,Broken streetlight near the river for 2 months now.,Open,No,No,,,,,,-1.969161,30.080966,Low
ISS-1427,Gasabo,Remera,Rukiri II,Shema Emmy,23/04/2025,02/05/2025,Water & sanitation,Sector,Poor internet connectivity in public offices at the football field for 1 week.,Resolved,No,No,5,Service was quick and effective.,,,,-1.9527,30.116,High
ISS-1428,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,27/04/2025,10/05/2025,public Safety,Sector,Road full of potholes next to the bus stop since yesterday.,Resolved,No,No,5,The issue is still not fully fixed.,,,,-1.9732,30.081,Low
ISS-1429,Kicukiro,Kigarama,Kigarama I,Mugisha Emmanuel,27/01/2025,15/02/2025,Health and Services ,Cell,Lack of waste bins in public areas by the primary school for over a month.,Resolved,No,No,4,Good communication throughout.,,,,-1.9875,30.0646,Low
ISS-1430,Nyarugenge,Kigali,Kiyovu,Iradukunda David,06/06/2025,,public Safety,Sector,Lack of waste bins in public areas near the health post for several weeks.,Escalated,Yes,Yes,,,,,,-1.967222,30.055556,Low
ISS-1431,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,23/04/2025,,Health and Services ,Sector,Unsafe pedestrian crossing without signs next to the bus stop for 1 week.,In Progress,No,No,,,,,,-1.993611,30.044167,High
ISS-1432,Nyarugenge,Kigali,Kiyovu,Iradukunda David,25/05/2025,16/06/2025,Social services,District,Lack of waste bins in public areas behind the local office for 3 days.,Resolved,No,No,3,Good communication throughout.,,,,-1.967222,30.055556,Medium
ISS-1433,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,19/06/2025,02/07/2025,public Safety,Sector,Unfinished construction causing hazards in the village center since the rainy season began.,Resolved,No,No,3,Good communication throughout.,,,,-1.993611,30.044167,Low
ISS-1434,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,07/08/2025,13/08/2025,Social services,Sector,School lacks enough desks in the residential area since yesterday.,Resolved,No,No,4,The issue is still not fully fixed.,,,,-1.993611,30.044167,Low
ISS-1435,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,27/02/2025,12/03/2025,Health and Services ,District,Water shortage in the area at the main road for 3 days.,Resolved,No,No,4,Took longer than expected.,,,,-1.9875,30.0646,Medium
ISS-1436,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,08/08/2025,19/08/2025,public Safety,Cell,Noise pollution from nearby bars near the market for 1 week.,Resolved,No,No,3,The issue is still not fully fixed.,,,,-1.93429,30.1179,Low
ISS-1437,Nyarugenge,Nyamirambo,Mumena,Habimana Baptiste,23/05/2025,19/06/2025,public Safety,Cell,Garbage collection delay at the main road for 1 week.,Resolved,No,No,1,Good communication throughout.,,,,-1.993611,30.044167,High
ISS-1438,Nyarugenge,Kigali,Muhima,Rukundo Innocent,21/06/2025,02/07/2025,Education,District,Public transport shortage during rush hours in the residential area since yesterday.,Resolved,No,No,4,Service was quick and effective.,,,,-1.9359,30.0534,Medium
ISS-1439,Gasabo,Kimironko,Nyagatovu,Ishimwe Grace,02/05/2025,14/05/2025,Social services,District,Damaged bridge making crossing difficult at the main road since last week.,Resolved,No,No,5,The issue is still not fully fixed.,,,,-1.93429,30.1179,Low
ISS-1440,Gasabo,Remera,Rukiri II,Shema Emmy,01/04/2025,27/04/2025,Health and Services ,Sector,Lack of waste bins in public areas next to the bus stop for 1 week.,Resolved,No,No,3,Good communication throughout.,,,,-1.9527,30.116,Low
ISS-1441,Nyarugenge,Kigali,Muhima,Rukundo Innocent,07/05/2025,,Health and Services ,Cell,Health post has no medicines at the main road for several weeks.,Escalated,Yes,Yes,,,,,,-1.9359,30.0534,Urgent
ISS-1442,Nyarugenge,Kigali,Kiyovu,Iradukunda David,18/02/2025,,Social services,Cell,Noise pollution from nearby bars near the river since this morning.,In Progress,No,No,,,,,,-1.967222,30.055556,Low
ISS-1443,Gasabo,Kimironko,Bibare,Muhire Umutoni,12/01/2025,08/02/2025,Health and Services ,Sector,Illegal dumping of waste in the residential area for several weeks.,Resolved,No,No,1,The issue is still not fully fixed.,,,,-1.93429,30.1179,Low
ISS-1444,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,13/01/2025,27/01/2025,Social services,District,Poor internet connectivity in public offices in the village center for 2 months now.,Resolved,No,No,5,The issue is still not fully fixed.,,,,-1.9875,30.0646,High
ISS-1445,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,28/07/2025,,Education,District,Noise pollution from nearby bars at the main road since yesterday.,In Progress,No,No,,,,,,-1.993611,30.044167,Urgent
ISS-1446,Nyarugenge,Kigali,Muhima,Rukundo Innocent,27/06/2025,06/07/2025,public Safety,District,Water shortage in the area by the primary school for almost a year.,Resolved,No,No,4,Very satisfied with the outcome.,,,,-1.9359,30.0534,Urgent
ISS-1447,Kicukiro,Gikondo,Kanserege,Uwase Cyuzuzo,29/06/2025,16/07/2025,public Safety,District,Broken streetlight in the residential area since the rainy season began.,Resolved,No,No,3,"Poor handling, not happy.",,,,-1.9732,30.081,High
ISS-1448,Nyarugenge,Kigali,Muhima,Rukundo Innocent,23/02/2025,05/03/2025,Education,Cell,Electricity blackout in the neighborhood near the health post since yesterday.,Resolved,No,No,5,Very satisfied with the outcome.,,,,-1.9359,30.0534,Low
ISS-1449,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,27/06/2025,20/07/2025,Social services,District,Open sewage causing bad smell at the football field for almost a year.,Resolved,No,No,1,Very satisfied with the outcome.,,,,-1.993611,30.044167,Low
ISS-1450,Nyarugenge,Kigali,Muhima,Rukundo Innocent,11/07/2025,29/07/2025,public Safety,District,Poor internet connectivity in public offices in the village center since yesterday.,Resolved,No,No,3,The issue is still not fully fixed.,,,,-1.9359,30.0534,High
ISS-1451,Gasabo,Remera,Nyabisindu,Patrick Manzi,21/06/2025,,Education,Cell,Noise pollution from nearby bars near the market for 3 days.,In Progress,No,No,,,,,,-1.9527,30.116,Medium
ISS-1452,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,26/06/2025,03/07/2025,Education,Cell,Noise pollution from nearby bars in the village center since the rainy season began.,Resolved,No,No,4,Very satisfied with the outcome.,,,,-1.93429,30.1179,Low
ISS-1453,Kicukiro,Kigarama,Kigarama III,Kwizera Innocent,15/06/2025,23/06/2025,Education,District,Public transport shortage during rush hours near the river since yesterday.,Resolved,No,No,5,"Poor handling, not happy.",,,,-1.9875,30.0646,Urgent
ISS-1454,Kicukiro,Kigarama,Kigarama II,Mugisha Patrick,22/03/2025,24/03/2025,public Safety,District,Damaged bridge making crossing difficult in the village center for 1 week.,Resolved,No,No,4,"Poor handling, not happy.",,,,-1.9875,30.0646,Low
ISS-1455,Kicukiro,Kigarama,Kigarama III,Kwizera Innocent,30/06/2025,12/07/2025,Education,District,Blocked drainage causing floods in the residential area for over a month.,Resolved,No,No,5,Good communication throughout.,,,,-1.9875,30.0646,Medium
ISS-1456,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,15/02/2025,18/02/2025,Water & sanitation,Sector,Public transport shortage during rush hours near the river for 2 months now.,Resolved,No,No,4,Took longer than expected.,,,,-1.993611,30.044167,Low
ISS-1457,Nyarugenge,Nyamirambo,Rwezamenyo I,Rukundo Manzi,23/05/2025,29/05/2025,public Safety,Sector,Road full of potholes by the primary school for over a month.,Resolved,No,No,5,Service was quick and effective.,,,,-1.993611,30.044167,Medium
ISS-1458,Kicukiro,Gikondo,Gikondo,Kwizera Olivier,24/03/2025,18/04/2025,Health and Services ,Cell,Damaged bridge making crossing difficult in the residential area since the rainy season began.,Resolved,No,No,3,The issue is still not fully fixed.,,,,-1.969161,30.080966,Low
ISS-1459,Nyarugenge,Kigali,Kiyovu,Iradukunda David,17/02/2025,15/03/2025,Social services,Cell,School lacks enough desks near the market for 1 week.,Resolved,No,No,2,The issue is still not fully fixed.,,,,-1.967222,30.055556,Low
ISS-1460,Nyarugenge,Kigali,Kiyovu,Iradukunda David,19/06/2025,01/07/2025,Education,Cell,Electricity blackout in the neighborhood at the football field for 1 week.,Resolved,No,No,4,Took longer than expected.,,,,-1.967222,30.055556,Low
ISS-1461,Nyarugenge,Kigali,Muhima,Rukundo Innocent,30/03/2025,28/04/2025,Health and Services ,District,Open sewage causing bad smell in the residential area for almost a year.,Resolved,No,No,2,Service was quick and effective.,,,,-1.9359,30.0534,Medium
ISS-1462,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,19/05/2025,20/05/2025,public Safety,Sector,Overgrown bushes blocking footpaths next to the bus stop for 1 week.,Resolved,No,No,5,Good communication throughout.,,,,-1.967222,30.055556,Medium
ISS-1463,Nyarugenge,Kigali,Nyarugenge,Habimana Grace,19/02/2025,22/02/2025,Water & sanitation,District,Blocked drainage causing floods in the residential area for 1 week.,Resolved,No,No,4,Took longer than expected.,,,,-1.967222,30.055556,Medium
ISS-1464,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,11/06/2025,09/07/2025,Education,District,Electricity blackout in the neighborhood behind the local office for several weeks.,Resolved,No,No,4,Service was quick and effective.,,,,-1.993611,30.044167,Urgent
ISS-1465,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,28/04/2025,30/04/2025,Education,Cell,Health post has no medicines next to the bus stop for 1 week.,Resolved,No,No,4,Service was quick and effective.,,,,-1.93429,30.1179,Low
ISS-1466,Gasabo,Remera,Rukiri I,Iradukunda Eric,30/07/2025,08/08/2025,Health and Services ,District,Lack of waste bins in public areas behind the local office for 1 week.,Resolved,No,No,4,The issue is still not fully fixed.,,,,-1.9527,30.116,Low
ISS-1467,Kicukiro,Gikondo,Rwimbogo,Nshimiyimana Eric,22/06/2025,,Health and Services ,Sector,Public transport shortage during rush hours behind the local office for several weeks.,Open,No,No,,,,,,-1.969161,30.080966,High
ISS-1468,Nyarugenge,Nyamirambo,Rwezamenyo II,Nshimiyimana David,06/08/2025,,Health and Services ,District,Public transport shortage during rush hours near the market for 1 week.,Escalated,Yes,No,,,,,,-1.993611,30.044167,Low
ISS-1469,Gasabo,Kimironko,Kibagabaga,Nsengiyumva Christian,14/03/2025,29/03/2025,Social services,Cell,Water shortage in the area by the primary school for almost a year.,Resolved,No,No,4,The issue is still not fully fixed.,,,,-1.93429,30.1179,Urgent
